Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
2947,RSI_Bounce,BTCUSDT,1h,10000,6815.61,-3184.39,-31.84,-31.84,-31.84,188,29,159,15.43,0.83,2.86,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2948,VWAP_Reversal,BTCUSDT,1h,10000,6815.61,-3184.39,-31.84,-31.84,-31.84,188,29,159,15.43,0.83,2.86,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2949,VWAP_Support_Level,BTCUSDT,1h,10000,6815.61,-3184.39,-31.84,-31.84,-31.84,188,29,159,15.43,0.83,2.86,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2950,BB_Squeeze_Pro,BTCUSDT,1h,10000,6815.61,-3184.39,-31.84,-31.84,-31.84,188,29,159,15.43,0.83,2.86,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2951,RSI_VWAP_Trade,BTCUSDT,1h,10000,6815.61,-3184.39,-31.84,-31.84,-31.84,188,29,159,15.43,0.83,2.86,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2952,VWAP_Trend_Pro,XRPUSDT,4h,10000,6797.49,-3202.51,-32.03,-32.03,-32.03,37,4,33,10.81,0.47,4.13,-0.92,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
2953,RSI_Stochastic_Pro,BNBUSDT,15m,10000,6793.37,-3206.63,-32.07,-32.07,-32.07,92,15,77,16.3,0.76,4.27,-0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",15m
2954,EMA_Convergence_Pro,SOLUSDT,4h,10000,6792.29,-3207.71,-32.08,-32.08,-32.08,40,5,35,12.5,0.45,3.89,-0.84,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
2955,ADX_BB_Combo,BTCUSDT,1h,10000,6792.11,-3207.89,-32.08,-32.08,-32.08,182,28,154,15.38,0.85,3.25,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2956,Aggressive_Growth,XRPUSDT,4h,10000,6792.08,-3207.92,-32.08,-32.08,-32.08,17,1,16,5.88,0.24,4.23,-2.19,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
2957,ADX_Volatility_Trade,BTCUSDT,1h,10000,6792.11,-3207.89,-32.08,-32.08,-32.08,182,28,154,15.38,0.85,3.25,-0.08,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2958,Dual_Stochastic,XRPUSDT,4h,10000,6775.5,-3224.5,-32.24,-32.24,-32.24,75,15,60,20,0.68,3.94,-0.37,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",4h
2959,BB_Stochastic_Combo,BNBUSDT,1h,10000,6773.59,-3226.41,-32.26,-32.26,-32.26,255,44,211,17.25,0.9,3.01,-0.02,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2960,Support_Resistance_Bounce,BNBUSDT,1h,10000,6773.59,-3226.41,-32.26,-32.26,-32.26,255,44,211,17.25,0.9,3.01,-0.02,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2961,VWAP_Momentum_Pro,SOLUSDT,4h,10000,6764.89,-3235.11,-32.35,-32.35,-32.35,25,2,23,8,0.26,3.31,-1.48,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
2962,Conservative_Entry,ETHUSDT,15m,10000,6750.43,-3249.57,-32.5,-32.5,-32.5,245,38,207,15.51,0.91,5.08,0.04,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.05, TS:0.008",15m
2963,VWAP_Break_Pro,XRPUSDT,4h,10000,6749.03,-3250.97,-32.51,-32.51,-32.51,34,4,30,11.76,0.48,4.33,-1.03,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
2964,VWAP_Break_Pro,SOLUSDT,4h,10000,6745.96,-3254.04,-32.54,-32.54,-32.54,27,3,24,11.11,0.39,4.33,-1.34,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
2965,Supertrend_RSI_MACD_ADX,BTCUSDT,1h,10000,6741.73,-3258.27,-32.58,-32.58,-32.58,91,14,77,15.38,0.78,4.19,-0.28,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
2966,Supertrend_Confirm,BTCUSDT,1h,10000,6741.73,-3258.27,-32.58,-32.58,-32.58,91,14,77,15.38,0.78,4.19,-0.28,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
2967,Trend_All_Confirm,BTCUSDT,4h,10000,6742.11,-3257.89,-32.58,-32.58,-32.58,43,7,36,16.28,0.66,5.07,-0.74,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
2968,Stochastic_Trend_MACD,XRPUSDT,4h,10000,6733.81,-3266.19,-32.66,-32.66,-32.66,32,3,29,9.38,0.42,4.45,-1.11,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
2969,EMA_RSI_MACD_ADX,BTCUSDT,1h,10000,6732.05,-3267.95,-32.68,-32.68,-32.68,91,14,77,15.38,0.78,4.19,-0.28,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
2970,Multi_Indicator,BTCUSDT,1h,10000,6732.05,-3267.95,-32.68,-32.68,-32.68,91,14,77,15.38,0.78,4.19,-0.28,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
2971,Stochastic_Trend_ADX,BTCUSDT,1h,10000,6731.3,-3268.7,-32.69,-32.69,-32.69,113,17,96,15.04,0.8,3.65,-0.21,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
2972,Multi_Signal_Entry,BTCUSDT,1h,10000,6726.39,-3273.61,-32.74,-32.74,-32.74,120,18,102,15,0.81,3.67,-0.19,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
2973,EMA_Pro_Entry,BTCUSDT,1h,10000,6726.39,-3273.61,-32.74,-32.74,-32.74,120,18,102,15,0.81,3.67,-0.19,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
2974,Breakout_ADX_Pro,BTCUSDT,4h,10000,6720.32,-3279.68,-32.8,-32.8,-32.8,27,3,24,11.11,0.5,4.85,-1.33,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
2975,High_Momentum_Entry,BTCUSDT,4h,10000,6720.32,-3279.68,-32.8,-32.8,-32.8,27,3,24,11.11,0.5,4.85,-1.33,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
2976,Conservative_Entry,ETHUSDT,1h,10000,6717.39,-3282.61,-32.83,-32.83,-32.83,459,96,363,20.92,0.94,3.03,0.05,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.05, TS:0.008",1h
2977,Trend_All_Confirm,XRPUSDT,4h,10000,6705.21,-3294.79,-32.95,-32.95,-32.95,43,6,37,13.95,0.59,4.84,-0.77,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
2978,ADX_Stochastic_BB,BTCUSDT,1h,10000,6693.26,-3306.74,-33.07,-33.07,-33.07,135,21,114,15.56,0.8,3.28,-0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2979,EMA_Retracement,ETHUSDT,1h,10000,6683.98,-3316.02,-33.16,-33.16,-33.16,405,73,332,18.02,0.93,3.37,0.05,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2980,EMA_Divergence,ETHUSDT,1h,10000,6683.98,-3316.02,-33.16,-33.16,-33.16,405,73,332,18.02,0.93,3.37,0.05,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2981,MACD_Divergence,BTCUSDT,4h,10000,6675.3,-3324.7,-33.25,-33.25,-33.25,137,23,114,16.79,0.8,3.26,-0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",4h
2982,Stochastic_Cross_Pro,BTCUSDT,1h,10000,6674.09,-3325.91,-33.26,-33.26,-33.26,155,23,132,14.84,0.83,3.25,-0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2983,Stochastic_Pro,BTCUSDT,1h,10000,6671.4,-3328.6,-33.29,-33.29,-33.29,153,23,130,15.03,0.83,3.28,-0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2984,MACD_Signal_Line,BTCUSDT,4h,10000,6666.14,-3333.86,-33.34,-33.34,-33.34,78,13,65,16.67,0.72,3.66,-0.38,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
2985,Triple_EMA_Cross,BTCUSDT,4h,10000,6666.14,-3333.86,-33.34,-33.34,-33.34,78,13,65,16.67,0.72,3.66,-0.38,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
2986,Breakout_Retest,BTCUSDT,1h,10000,6650.15,-3349.85,-33.5,-33.5,-33.5,165,24,141,14.55,0.79,2.79,-0.12,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2987,Trend_Pullback_Entry,BNBUSDT,1h,10000,6636.47,-3363.53,-33.64,-33.64,-33.64,259,43,216,16.6,0.88,2.92,-0.03,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2988,ADX_EMA_VWAP_MACD,XRPUSDT,4h,10000,6633.59,-3366.41,-33.66,-33.66,-33.66,40,5,35,12.5,0.54,4.77,-0.87,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
2989,Bollinger_Squeeze_Entry,BTCUSDT,1h,10000,6621.23,-3378.77,-33.79,-33.79,-33.79,142,22,120,15.49,0.79,3.3,-0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2990,BB_MACD_Trade,BTCUSDT,1h,10000,6621.23,-3378.77,-33.79,-33.79,-33.79,142,22,120,15.49,0.79,3.3,-0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2991,Triple_Confirmation,ETHUSDT,1h,10000,6620.28,-3379.72,-33.8,-33.8,-33.8,353,63,290,17.85,0.92,3.3,0.03,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
2992,EMA_BB_Stochastic,BTCUSDT,1h,10000,6603.98,-3396.02,-33.96,-33.96,-33.96,119,17,102,14.29,0.76,3.13,-0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2993,BB_Stochastic_VWAP,BTCUSDT,1h,10000,6603.98,-3396.02,-33.96,-33.96,-33.96,119,17,102,14.29,0.76,3.13,-0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
2994,Max_Agreement,SOLUSDT,4h,10000,6597.12,-3402.88,-34.03,-34.03,-34.03,41,7,34,17.07,0.65,7.76,-0.7,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",4h
2995,RSI_Recovery,XRPUSDT,4h,10000,6595.99,-3404.01,-34.04,-34.04,-34.04,97,19,78,19.59,0.74,4.01,-0.28,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",4h
2996,VWAP_Trend_Entry,BNBUSDT,15m,10000,6591.36,-3408.64,-34.09,-34.09,-34.09,50,8,42,16,0.69,5.94,-0.6,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
2997,VWAP_MACD_ADX,BNBUSDT,15m,10000,6591.36,-3408.64,-34.09,-34.09,-34.09,50,8,42,16,0.69,5.94,-0.6,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
2998,RSI_Stochastic_ADX,BTCUSDT,1h,10000,6589.7,-3410.3,-34.1,-34.1,-34.1,106,15,91,14.15,0.77,3.6,-0.25,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
2999,Scalp_Trade,BTCUSDT,1h,10000,6583.74,-3416.26,-34.16,-34.16,-34.16,262,52,210,19.85,0.78,1.52,-0.06,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.004, TP:0.025, TS:0.004",1h
3000,Triple_Confirmation,ETHUSDT,15m,10000,6580.15,-3419.85,-34.2,-34.2,-34.2,215,29,186,13.49,0.89,5.46,0.02,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",15m
3001,BB_Stochastic_Combo,SOLUSDT,1h,10000,6578.08,-3421.92,-34.22,-34.22,-34.22,61,7,54,11.48,0.46,2.77,-0.59,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3002,Support_Resistance_Bounce,SOLUSDT,1h,10000,6578.08,-3421.92,-34.22,-34.22,-34.22,61,7,54,11.48,0.46,2.77,-0.59,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3003,Stochastic_Cross_Pro,ETHUSDT,4h,10000,6574.07,-3425.93,-34.26,-34.26,-34.26,194,39,155,20.1,0.91,4.27,-0.04,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
3004,Breakout_Volume_Confirm,XRPUSDT,4h,10000,6572.61,-3427.39,-34.27,-34.27,-34.27,69,12,57,17.39,0.73,5.85,-0.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3005,ADX_Breakout_Pro,XRPUSDT,4h,10000,6572.61,-3427.39,-34.27,-34.27,-34.27,69,12,57,17.39,0.73,5.85,-0.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3006,Volume_Confirm,XRPUSDT,4h,10000,6572.61,-3427.39,-34.27,-34.27,-34.27,69,12,57,17.39,0.73,5.85,-0.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3007,Breakout_Success,XRPUSDT,4h,10000,6572.61,-3427.39,-34.27,-34.27,-34.27,69,12,57,17.39,0.73,5.85,-0.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3008,Volume_Profile_Breakout,XRPUSDT,4h,10000,6572.61,-3427.39,-34.27,-34.27,-34.27,69,12,57,17.39,0.73,5.85,-0.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3009,MACD_Signal_Line,SOLUSDT,4h,10000,6568.13,-3431.87,-34.32,-34.32,-34.32,61,9,52,14.75,0.56,3.69,-0.56,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
3010,Triple_EMA_Cross,SOLUSDT,4h,10000,6568.13,-3431.87,-34.32,-34.32,-34.32,61,9,52,14.75,0.56,3.69,-0.56,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
3011,Stochastic_KD_Cross,XRPUSDT,4h,10000,6543.22,-3456.78,-34.57,-34.57,-34.57,103,20,83,19.42,0.74,3.84,-0.26,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",4h
3012,Ultimate_Entry,XRPUSDT,4h,10000,6519.96,-3480.04,-34.8,-34.8,-34.8,15,1,14,6.67,0.24,5.1,-2.75,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",4h
3013,VWAP_ADX_Strength,SOLUSDT,4h,10000,6509.89,-3490.11,-34.9,-34.9,-34.9,38,5,33,13.16,0.48,4.56,-0.99,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3014,VWAP_Trend_Entry,XRPUSDT,4h,10000,6506.8,-3493.2,-34.93,-34.93,-34.93,33,3,30,9.09,0.4,4.41,-1.18,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3015,VWAP_MACD_ADX,XRPUSDT,4h,10000,6506.8,-3493.2,-34.93,-34.93,-34.93,33,3,30,9.09,0.4,4.41,-1.18,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3016,Breakout_Thermo,SOLUSDT,4h,10000,6501.18,-3498.82,-34.99,-34.99,-34.99,37,5,32,13.51,0.48,4.94,-1.01,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
3017,VWAP_Momentum_Pro,XRPUSDT,4h,10000,6485.76,-3514.24,-35.14,-35.14,-35.14,29,3,26,10.34,0.35,3.92,-1.39,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3018,ADX_BB_MACD,ETHUSDT,4h,10000,6471.33,-3528.67,-35.29,-35.29,-35.29,100,19,81,19,0.8,4.8,-0.25,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3019,VWAP_MACD_ADX,SOLUSDT,4h,10000,6467.04,-3532.96,-35.33,-35.33,-35.33,30,3,27,10,0.32,3.89,-1.35,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3020,RSI_Extreme_Reversal,BTCUSDT,1h,10000,6466.5,-3533.5,-35.33,-35.33,-35.33,182,23,159,12.64,0.74,2.15,-0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.005, TP:0.05, TS:0.005",1h
3021,VWAP_Trend_Entry,SOLUSDT,4h,10000,6467.04,-3532.96,-35.33,-35.33,-35.33,30,3,27,10,0.32,3.89,-1.35,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3022,VWAP_Momentum,SOLUSDT,4h,10000,6465.68,-3534.32,-35.34,-35.34,-35.34,54,8,46,14.81,0.56,4.16,-0.67,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3023,VWAP_Break_Pro,BTCUSDT,4h,10000,6466.29,-3533.71,-35.34,-35.34,-35.34,55,8,47,14.55,0.67,4.43,-0.64,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3024,Low_Risk_Trade,BNBUSDT,1h,10000,6463.97,-3536.03,-35.36,-35.36,-35.36,424,80,344,18.87,0.91,2.21,0.01,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.005, TP:0.04, TS:0.005",1h
3025,VWAP_ADX_Strength,BTCUSDT,4h,10000,6463.75,-3536.25,-35.36,-35.36,-35.36,62,9,53,14.52,0.7,4.36,-0.55,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3026,EMA_Rainbow_Stack,SOLUSDT,4h,10000,6451.22,-3548.78,-35.49,-35.49,-35.49,43,5,38,11.63,0.41,3.74,-0.9,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3027,EMA_RSI_Momentum,ETHUSDT,15m,10000,6448.93,-3551.07,-35.51,-35.51,-35.51,214,28,186,13.08,0.88,5.55,0.02,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",15m
3028,Supertrend_Multi_Pro,BTCUSDT,4h,10000,6446.24,-3553.76,-35.54,-35.54,-35.54,49,7,42,14.29,0.63,4.33,-0.75,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3029,Trend_Follower_Multi,BTCUSDT,4h,10000,6446.24,-3553.76,-35.54,-35.54,-35.54,49,7,42,14.29,0.63,4.33,-0.75,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3030,Golden_Cross_Pro,BTCUSDT,4h,10000,6446.24,-3553.76,-35.54,-35.54,-35.54,49,7,42,14.29,0.63,4.33,-0.75,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3031,Multi_Trend_Entry,BTCUSDT,4h,10000,6446.24,-3553.76,-35.54,-35.54,-35.54,49,7,42,14.29,0.63,4.33,-0.75,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3032,BB_EMA_VWAP,SOLUSDT,4h,10000,6441.16,-3558.84,-35.59,-35.59,-35.59,37,4,33,10.81,0.37,3.71,-1.08,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3033,BB_Recovery,BTCUSDT,1h,10000,6435.2,-3564.8,-35.65,-35.65,-35.65,172,25,147,14.53,0.77,2.8,-0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3034,EMA_RSI_Momentum,BTCUSDT,1h,10000,6422.87,-3577.13,-35.77,-35.77,-35.77,184,26,158,14.13,0.81,2.7,-0.12,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3035,Breakout_Stochastic_ADX,XRPUSDT,4h,10000,6402.52,-3597.48,-35.97,-35.97,-35.97,39,6,33,15.38,0.52,5.95,-0.94,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
3036,RSI_Trend_Trade,ETHUSDT,4h,10000,6400.61,-3599.39,-35.99,-35.99,-35.99,192,39,153,20.31,0.9,4.85,-0.04,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3037,ADX_BB_MACD,XRPUSDT,4h,10000,6365.05,-3634.95,-36.35,-36.35,-36.35,53,8,45,15.09,0.56,4.36,-0.71,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3038,EMA_Retracement,BTCUSDT,1h,10000,6349.84,-3650.16,-36.5,-36.5,-36.5,213,32,181,15.02,0.83,2.81,-0.09,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3039,EMA_Divergence,BTCUSDT,1h,10000,6349.84,-3650.16,-36.5,-36.5,-36.5,213,32,181,15.02,0.83,2.81,-0.09,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
3040,EMA_BB_ADX,XRPUSDT,4h,10000,6328.28,-3671.72,-36.72,-36.72,-36.72,71,13,58,18.31,0.69,5.38,-0.44,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
3041,Stochastic_Trend,ETHUSDT,4h,10000,6316.81,-3683.19,-36.83,-36.83,-36.83,193,39,154,20.21,0.9,4.84,-0.04,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3042,ADX_Stochastic_Trade,ETHUSDT,4h,10000,6316.81,-3683.19,-36.83,-36.83,-36.83,193,39,154,20.21,0.9,4.84,-0.04,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
3043,MACD_Signal_Line,BNBUSDT,15m,10000,6311.13,-3688.87,-36.89,-36.89,-36.89,101,15,86,14.85,0.75,4.48,-0.28,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
