Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
441,EMA_Convergence_Pro,XRPUSDT,4h,10000,7675.68,-2324.32,-23.24,-23.24,-23.24,45,6,39,13.33,0.65,3.87,-0.53,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
442,Mean_Reversion_Pro,XRPUSDT,4h,10000,7612.52,-2387.48,-23.87,-23.87,-23.87,27,5,22,18.52,0.49,4.18,-0.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
443,BB_Stochastic_Trade,XRPUSDT,4h,10000,7612.52,-2387.48,-23.87,-23.87,-23.87,27,5,22,18.52,0.49,4.18,-0.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
444,RSI_Confirmation,XRPUSDT,4h,10000,7612.52,-2387.48,-23.87,-23.87,-23.87,27,5,22,18.52,0.49,4.18,-0.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
445,Oversold_Recovery,XRPUSDT,4h,10000,7612.52,-2387.48,-23.87,-23.87,-23.87,27,5,22,18.52,0.49,4.18,-0.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
446,Double_Bottom_Formation,XRPUSDT,4h,10000,7612.52,-2387.48,-23.87,-23.87,-23.87,27,5,22,18.52,0.49,4.18,-0.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
447,Supertrend_Multi_Pro,XRPUSDT,4h,10000,7592.25,-2407.75,-24.08,-24.08,-24.08,44,6,38,13.64,0.69,4.85,-0.53,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
448,Golden_Cross_Pro,XRPUSDT,4h,10000,7592.25,-2407.75,-24.08,-24.08,-24.08,44,6,38,13.64,0.69,4.85,-0.53,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
449,Multi_Trend_Entry,XRPUSDT,4h,10000,7592.25,-2407.75,-24.08,-24.08,-24.08,44,6,38,13.64,0.69,4.85,-0.53,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
450,Trend_Follower_Multi,XRPUSDT,4h,10000,7592.25,-2407.75,-24.08,-24.08,-24.08,44,6,38,13.64,0.69,4.85,-0.53,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
451,Breakout_Cluster,XRPUSDT,4h,10000,7574.89,-2425.11,-24.25,-24.25,-24.25,25,3,22,12.0,0.49,4.53,-1.05,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
452,Trend_Pullback_Entry,XRPUSDT,4h,10000,7556.22,-2443.78,-24.44,-24.44,-24.44,91,16,75,17.58,0.79,3.61,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
453,MACD_Signal_Line,XRPUSDT,4h,10000,7524.42,-2475.58,-24.76,-24.76,-24.76,63,10,53,15.87,0.72,3.76,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
454,Triple_EMA_Cross,XRPUSDT,4h,10000,7524.42,-2475.58,-24.76,-24.76,-24.76,63,10,53,15.87,0.72,3.76,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
455,Volume_MACD_ADX,XRPUSDT,4h,10000,7495.4,-2504.6,-25.05,-25.05,-25.05,50,9,41,18.0,0.74,5.94,-0.43,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
456,MACD_Divergence,XRPUSDT,4h,10000,7493.58,-2506.42,-25.06,-25.06,-25.06,94,18,76,19.15,0.8,3.74,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
457,Volume_Trend_ADX,XRPUSDT,4h,10000,7282.35,-2717.65,-27.18,-27.18,-27.18,33,4,29,12.12,0.54,4.72,-0.89,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
458,Momentum_Trade,XRPUSDT,4h,10000,7281.6,-2718.4,-27.18,-27.18,-27.18,26,3,23,11.54,0.43,4.02,-1.18,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
459,MACD_Trend_Strength,XRPUSDT,4h,10000,7282.35,-2717.65,-27.18,-27.18,-27.18,33,4,29,12.12,0.54,4.72,-0.89,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
460,EMA_Break_Momentum,XRPUSDT,4h,10000,7196.29,-2803.71,-28.04,-28.04,-28.04,38,5,33,13.16,0.61,4.88,-0.78,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
461,VWAP_Breakout,XRPUSDT,4h,10000,7196.42,-2803.58,-28.04,-28.04,-28.04,25,3,22,12.0,0.46,4.45,-1.27,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
462,Max_Agreement,XRPUSDT,4h,10000,7176.81,-2823.19,-28.23,-28.23,-28.23,41,6,35,14.63,0.7,7.12,-0.61,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
463,Dual_Stochastic,XRPUSDT,4h,10000,7172.79,-2827.21,-28.27,-28.27,-28.27,75,15,60,20.0,0.72,3.94,-0.37,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
464,EMA_Cloud_Strength,XRPUSDT,4h,10000,7118.17,-2881.83,-28.82,-28.82,-28.82,36,4,32,11.11,0.51,4.18,-0.89,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
465,Trend_Follower_Pro,XRPUSDT,4h,10000,7118.17,-2881.83,-28.82,-28.82,-28.82,36,4,32,11.11,0.51,4.18,-0.89,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
466,RSI_Recovery,XRPUSDT,4h,10000,7100.52,-2899.48,-28.99,-28.99,-28.99,97,19,78,19.59,0.77,4.01,-0.28,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
467,Stochastic_KD_Cross,XRPUSDT,4h,10000,7075.93,-2924.07,-29.24,-29.24,-29.24,103,20,83,19.42,0.78,3.84,-0.26,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
468,Volume_All_Confirm,XRPUSDT,4h,10000,7053.44,-2946.56,-29.47,-29.47,-29.47,16,1,15,6.25,0.26,4.36,-2.17,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
469,VWAP_Trend_Pro,XRPUSDT,4h,10000,6991.09,-3008.91,-30.09,-30.09,-30.09,37,4,33,10.81,0.49,4.13,-0.92,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
470,Trend_All_Confirm,XRPUSDT,4h,10000,6927.69,-3072.31,-30.72,-30.72,-30.72,43,6,37,13.95,0.62,4.84,-0.77,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
471,Volume_Confirm,XRPUSDT,4h,10000,6926.25,-3073.75,-30.74,-30.74,-30.74,69,12,57,17.39,0.76,5.85,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
472,ADX_Breakout_Pro,XRPUSDT,4h,10000,6926.25,-3073.75,-30.74,-30.74,-30.74,69,12,57,17.39,0.76,5.85,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
473,Volume_Profile_Breakout,XRPUSDT,4h,10000,6926.25,-3073.75,-30.74,-30.74,-30.74,69,12,57,17.39,0.76,5.85,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
474,Breakout_Success,XRPUSDT,4h,10000,6926.25,-3073.75,-30.74,-30.74,-30.74,69,12,57,17.39,0.76,5.85,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
475,Breakout_Volume_Confirm,XRPUSDT,4h,10000,6926.25,-3073.75,-30.74,-30.74,-30.74,69,12,57,17.39,0.76,5.85,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
476,VWAP_Break_Pro,XRPUSDT,4h,10000,6925.42,-3074.58,-30.75,-30.75,-30.75,34,4,30,11.76,0.5,4.33,-1.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
477,Stochastic_Trend_MACD,XRPUSDT,4h,10000,6899.3,-3100.7,-31.01,-31.01,-31.01,32,3,29,9.38,0.44,4.45,-1.11,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
478,Aggressive_Growth,XRPUSDT,4h,10000,6880.08,-3119.92,-31.2,-31.2,-31.2,17,1,16,5.88,0.25,4.23,-2.19,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
479,ADX_EMA_VWAP_MACD,XRPUSDT,4h,10000,6838.07,-3161.93,-31.62,-31.62,-31.62,40,5,35,12.5,0.56,4.77,-0.87,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
480,EMA_BB_ADX,XRPUSDT,4h,10000,6678.89,-3321.11,-33.21,-33.21,-33.21,71,13,58,18.31,0.72,5.38,-0.44,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
481,VWAP_Trend_Entry,XRPUSDT,4h,10000,6671.75,-3328.25,-33.28,-33.28,-33.28,33,3,30,9.09,0.42,4.41,-1.18,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
482,VWAP_MACD_ADX,XRPUSDT,4h,10000,6671.75,-3328.25,-33.28,-33.28,-33.28,33,3,30,9.09,0.42,4.41,-1.18,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
483,Trend_BB_Trade,XRPUSDT,4h,10000,6639.13,-3360.87,-33.61,-33.61,-33.61,75,14,61,18.67,0.73,5.37,-0.42,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
484,VWAP_Momentum_Pro,XRPUSDT,4h,10000,6629.98,-3370.02,-33.7,-33.7,-33.7,29,3,26,10.34,0.37,3.92,-1.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
485,ADX_BB_MACD,XRPUSDT,4h,10000,6626.4,-3373.6,-33.74,-33.74,-33.74,53,8,45,15.09,0.59,4.36,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
486,Breakout_Stochastic_ADX,XRPUSDT,4h,10000,6594.81,-3405.19,-34.05,-34.05,-34.05,39,6,33,15.38,0.54,5.95,-0.94,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
487,Ultimate_Entry,XRPUSDT,4h,10000,6594.35,-3405.65,-34.06,-34.06,-34.06,15,1,14,6.67,0.24,5.1,-2.75,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
488,ADX_BB_Entry,XRPUSDT,4h,10000,6536.48,-3463.52,-34.64,-34.64,-34.64,91,16,75,17.58,0.74,4.95,-0.36,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
489,BB_Stochastic_ADX_Trend,XRPUSDT,4h,10000,6455.85,-3544.15,-35.44,-35.44,-35.44,39,5,34,12.82,0.47,5.19,-1.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
490,Volume_Spike_Pro,XRPUSDT,4h,10000,6437.0,-3563.0,-35.63,-35.63,-35.63,99,17,82,17.17,0.71,4.17,-0.37,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
491,ADX_Volatility_Trade,XRPUSDT,4h,10000,6219.36,-3780.64,-37.81,-37.81,-37.81,99,17,82,17.17,0.7,4.42,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
492,ADX_BB_Combo,XRPUSDT,4h,10000,6219.36,-3780.64,-37.81,-37.81,-37.81,99,17,82,17.17,0.7,4.42,-0.39,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
493,BB_Stochastic_ADX,XRPUSDT,4h,10000,6107.49,-3892.51,-38.93,-38.93,-38.93,53,7,46,13.21,0.47,4.05,-0.88,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
494,BB_Stochastic_Pro,XRPUSDT,4h,10000,6083.39,-3916.61,-39.17,-39.17,-39.17,82,14,68,17.07,0.63,3.63,-0.55,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
495,Supertrend_ADX_Pro,XRPUSDT,4h,10000,6069.53,-3930.47,-39.3,-39.3,-39.3,75,12,63,16.0,0.68,5.38,-0.55,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
496,Breakout_Multi_Signal,XRPUSDT,4h,10000,6051.32,-3948.68,-39.49,-39.49,-39.49,22,1,21,4.55,0.18,3.58,-2.3,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
497,Stochastic_Pro_Trade,XRPUSDT,4h,10000,6027.73,-3972.27,-39.72,-39.72,-39.72,62,9,53,14.52,0.59,5.14,-0.72,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
498,Supertrend_Reversal,XRPUSDT,4h,10000,6007.43,-3992.57,-39.93,-39.93,-39.93,132,24,108,18.18,0.74,4.0,-0.31,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
499,Conservative_Entry,XRPUSDT,4h,10000,5975.23,-4024.77,-40.25,-40.25,-40.25,126,24,102,19.05,0.72,3.73,-0.34,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.05, TS:0.008",4h
500,Volume_EMA_Trade,XRPUSDT,4h,10000,5972.2,-4027.8,-40.28,-40.28,-40.28,76,12,64,15.79,0.67,5.35,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
501,ADX_Strength_Pro,XRPUSDT,4h,10000,5972.2,-4027.8,-40.28,-40.28,-40.28,76,12,64,15.79,0.67,5.35,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
502,EMA_ADX_Pro,XRPUSDT,4h,10000,5972.2,-4027.8,-40.28,-40.28,-40.28,76,12,64,15.79,0.67,5.35,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
503,Volume_Spike_Trend,XRPUSDT,4h,10000,5972.2,-4027.8,-40.28,-40.28,-40.28,76,12,64,15.79,0.67,5.35,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
504,EMA_MACD_Stochastic,XRPUSDT,4h,10000,5931.07,-4068.93,-40.69,-40.69,-40.69,63,9,54,14.29,0.58,5.1,-0.73,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
505,Trend_Stochastic,XRPUSDT,4h,10000,5924.91,-4075.09,-40.75,-40.75,-40.75,72,10,62,13.89,0.59,4.82,-0.64,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
506,BB_Squeeze_Exit,XRPUSDT,4h,10000,5726.63,-4273.37,-42.73,-42.73,-42.73,81,14,67,17.28,0.67,5.24,-0.58,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
507,Channel_Breakout,XRPUSDT,4h,10000,5726.63,-4273.37,-42.73,-42.73,-42.73,81,14,67,17.28,0.67,5.24,-0.58,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
508,Volume_Surge_Breakout,XRPUSDT,4h,10000,5726.63,-4273.37,-42.73,-42.73,-42.73,81,14,67,17.28,0.67,5.24,-0.58,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
509,ADX_Volume_Trade,XRPUSDT,4h,10000,5723.43,-4276.57,-42.77,-42.77,-42.77,81,13,68,16.05,0.67,5.33,-0.57,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
510,MACD_Volume,XRPUSDT,4h,10000,5723.43,-4276.57,-42.77,-42.77,-42.77,81,13,68,16.05,0.67,5.33,-0.57,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
511,Trend_Line_Break,XRPUSDT,4h,10000,5711.8,-4288.2,-42.88,-42.88,-42.88,78,13,65,16.67,0.69,5.41,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
512,Breakout_Alert,XRPUSDT,4h,10000,5711.8,-4288.2,-42.88,-42.88,-42.88,78,13,65,16.67,0.69,5.41,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
513,Stochastic_Trend_ADX,XRPUSDT,4h,10000,5652.29,-4347.71,-43.48,-43.48,-43.48,73,10,63,13.7,0.54,4.25,-0.72,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
514,Supertrend_Alpha,XRPUSDT,4h,10000,5634.8,-4365.2,-43.65,-43.65,-43.65,82,14,68,17.07,0.66,5.21,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
515,Supertrend_Volume,XRPUSDT,4h,10000,5634.8,-4365.2,-43.65,-43.65,-43.65,82,14,68,17.07,0.66,5.21,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
516,Support_Resistance_Bounce,XRPUSDT,4h,10000,5599.13,-4400.87,-44.01,-44.01,-44.01,70,11,59,15.71,0.52,3.6,-0.79,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
517,BB_Stochastic_Combo,XRPUSDT,4h,10000,5599.13,-4400.87,-44.01,-44.01,-44.01,70,11,59,15.71,0.52,3.6,-0.79,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
518,Trend_Strength_Entry,XRPUSDT,4h,10000,5578.41,-4421.59,-44.22,-44.22,-44.22,82,13,69,15.85,0.65,5.13,-0.61,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
519,Trend_Break_Pro,XRPUSDT,4h,10000,5571.41,-4428.59,-44.29,-44.29,-44.29,79,13,66,16.46,0.68,5.38,-0.63,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
520,Breakout_Confirmation,XRPUSDT,4h,10000,5571.41,-4428.59,-44.29,-44.29,-44.29,79,13,66,16.46,0.68,5.38,-0.63,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
521,Bollinger_Squeeze_Entry,XRPUSDT,4h,10000,5532.76,-4467.24,-44.67,-44.67,-44.67,78,11,67,14.1,0.55,3.93,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
522,BB_MACD_Trade,XRPUSDT,4h,10000,5532.76,-4467.24,-44.67,-44.67,-44.67,78,11,67,14.1,0.55,3.93,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
523,Swing_Trade,XRPUSDT,4h,10000,5519.93,-4480.07,-44.8,-44.8,-44.8,88,15,73,17.05,0.66,4.94,-0.58,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.08, TS:0.015",4h
524,Volume_Break_Pro,XRPUSDT,4h,10000,5517.7,-4482.3,-44.82,-44.82,-44.82,59,8,51,13.56,0.59,5.95,-0.88,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
525,Consolidation_Break,XRPUSDT,4h,10000,5517.7,-4482.3,-44.82,-44.82,-44.82,59,8,51,13.56,0.59,5.95,-0.88,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
526,ADX_EMA_Trade,XRPUSDT,4h,10000,5472.06,-4527.94,-45.28,-45.28,-45.28,83,13,70,15.66,0.65,5.1,-0.62,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
527,Multi_Timeframe_Entry,XRPUSDT,4h,10000,5472.06,-4527.94,-45.28,-45.28,-45.28,83,13,70,15.66,0.65,5.1,-0.62,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
528,ADX_EMA_BB,XRPUSDT,4h,10000,5442.34,-4557.66,-45.58,-45.58,-45.58,69,9,60,13.04,0.5,4.26,-0.82,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
529,Stochastic_Cross_Pro,XRPUSDT,4h,10000,5419.5,-4580.5,-45.8,-45.8,-45.8,95,14,81,14.74,0.6,4.15,-0.58,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
530,VWAP_Stochastic,XRPUSDT,4h,10000,5420.06,-4579.94,-45.8,-45.8,-45.8,91,14,77,15.38,0.59,4.1,-0.61,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
531,ADX_Momentum,XRPUSDT,4h,10000,5396.23,-4603.77,-46.04,-46.04,-46.04,97,15,82,15.46,0.65,4.66,-0.55,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
532,Stochastic_ADX,XRPUSDT,4h,10000,5320.41,-4679.59,-46.8,-46.8,-46.8,99,16,83,16.16,0.65,4.74,-0.55,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
