Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
303,Exit long,2017-11-14 08:00,Long Exit,6499,0.000001,0.00661,-0.0001,-1.88,0.00002,0.28,-0.0001,-1.78,-9999.99,-100.00
303,Entry long,2017-11-14 08:00,Long,6610,0.000001,0.00661,-0.0001,-1.88,0.00002,0.28,-0.0001,-1.78,-9999.99,-100.00
304,Exit long,2017-11-15 00:00,Long Exit,6808,0.000001,0.006611,0.0002,2.77,0.0002,2.88,-0.00001,-0.13,-9999.99,-100.00
304,Entry long,2017-11-15 00:00,Long,6611,0.000001,0.006611,0.0002,2.77,0.0002,2.88,-0.00001,-0.13,-9999.99,-100.00
305,Exit long,2017-11-21 00:00,Long Exit,8082,0.000001,0.008203,-0.0001,-1.67,0.0001,0.72,-0.0001,-1.57,-9999.99,-100.00
305,Entry long,2017-11-20 16:00,Long,8203,0.000001,0.008203,-0.0001,-1.67,0.0001,0.72,-0.0001,-1.57,-9999.99,-100.00
306,Exit long,2017-11-26 00:00,Long Exit,8850,0.000001,0.008594,0.0002,2.77,0.0002,2.88,-0.00004,-0.41,-9999.99,-100.00
306,Entry long,2017-11-25 16:00,Long,8594,0.000001,0.008594,0.0002,2.77,0.0002,2.88,-0.00004,-0.41,-9999.99,-100.00
307,Exit long,2018-02-05 04:00,Long Exit,7992,0.000001,0.008118,-0.0001,-1.75,0.0002,2.58,-0.0001,-1.65,-9999.99,-100.00
307,Entry long,2018-02-05 04:00,Long,8118,0.000001,0.008118,-0.0001,-1.75,0.0002,2.58,-0.0001,-1.65,-9999.99,-100.00
308,Exit long,2018-02-10 08:00,Long Exit,8785,0.000001,0.008933,-0.0002,-1.85,0.0001,1.67,-0.0002,-1.76,-9999.99,-100.00
308,Entry long,2018-02-10 04:00,Long,8933,0.000001,0.008933,-0.0002,-1.85,0.0001,1.67,-0.0002,-1.76,-9999.99,-100.00
309,Exit short,2018-02-12 08:00,Short Exit,8598,0.000001,0.00847,-0.0001,-1.71,0,0.00,-0.0001,-1.61,-9999.99,-100.00
309,Entry short,2018-02-12 08:00,Short,8470,0.000001,0.00847,-0.0001,-1.71,0,0.00,-0.0001,-1.61,-9999.99,-100.00
310,Exit short,2018-02-12 20:00,Short Exit,8917,0.000001,0.008781,-0.0002,-1.75,0.0001,0.67,-0.0001,-1.65,-9999.99,-100.00
310,Entry short,2018-02-12 20:00,Short,8781,0.000001,0.008781,-0.0002,-1.75,0.0001,0.67,-0.0001,-1.65,-9999.99,-100.00
311,Exit long,2018-02-13 20:00,Long Exit,8490,0.000001,0.008629,-0.0002,-1.81,0.0001,1.20,-0.0001,-1.71,-9999.99,-100.00
311,Entry long,2018-02-13 20:00,Long,8629,0.000001,0.008629,-0.0002,-1.81,0.0001,1.20,-0.0001,-1.71,-9999.99,-100.00
312,Exit short,2018-03-14 20:00,Short Exit,8042,0.000001,0.008295,0.0002,2.85,0.0002,2.95,-0.0001,-0.88,-9999.99,-100.00
312,Entry short,2018-03-14 20:00,Short,8295,0.000001,0.008295,0.0002,2.85,0.0002,2.95,-0.0001,-0.88,-9999.99,-100.00
313,Exit short,2018-03-18 08:00,Short Exit,7790,0.000001,0.007682,-0.0001,-1.61,0.0001,1.50,-0.0001,-1.50,-9999.99,-100.00
313,Entry short,2018-03-18 08:00,Short,7682,0.000001,0.007682,-0.0001,-1.61,0.0001,1.50,-0.0001,-1.50,-9999.99,-100.00
314,Exit short,2018-03-26 08:00,Short Exit,8356,0.000001,0.008617,0.0002,2.83,0.0003,2.93,-0.00005,-0.53,-9999.99,-100.00
314,Entry short,2018-03-25 20:00,Short,8617,0.000001,0.008617,0.0002,2.83,0.0003,2.93,-0.00005,-0.53,-9999.99,-100.00
315,Exit long,2018-04-03 08:00,Long Exit,7279,0.000001,0.007396,-0.0001,-1.78,0.00001,0.13,-0.0001,-1.68,-9999.99,-100.00
315,Entry long,2018-04-03 08:00,Long,7396,0.000001,0.007396,-0.0001,-1.78,0.00001,0.13,-0.0001,-1.68,-9999.99,-100.00
316,Exit long,2018-04-09 00:00,Long Exit,7143,0.000001,0.006937,0.0002,2.76,0.0002,2.87,-0.00001,-0.19,-9999.99,-100.00
316,Entry long,2018-04-08 08:00,Long,6937,0.000001,0.006937,0.0002,2.76,0.0002,2.87,-0.00001,-0.19,-9999.99,-100.00
317,Exit long,2018-04-16 00:00,Long Exit,8170,0.000001,0.008307,-0.0002,-1.85,0.0001,1.32,-0.0001,-1.75,-9999.99,-100.00
317,Entry long,2018-04-15 20:00,Long,8307,0.000001,0.008307,-0.0002,-1.85,0.0001,1.32,-0.0001,-1.75,-9999.99,-100.00
318,Exit short,2018-04-18 04:00,Short Exit,7993,0.000001,0.00787,-0.0001,-1.76,0.0001,0.70,-0.0001,-1.66,-9999.99,-100.00
318,Entry short,2018-04-17 20:00,Short,7870,0.000001,0.00787,-0.0001,-1.76,0.0001,0.70,-0.0001,-1.66,-9999.99,-100.00
319,Exit long,2018-04-20 08:00,Long Exit,8520,0.000001,0.008275,0.0002,2.76,0.0002,2.86,-0.0001,-0.80,-9999.99,-100.00
319,Entry long,2018-04-20 00:00,Long,8275,0.000001,0.008275,0.0002,2.76,0.0002,2.86,-0.0001,-0.80,-9999.99,-100.00
320,Exit short,2018-05-02 04:00,Short Exit,9111,0.000001,0.008981,-0.0001,-1.65,0.0002,1.74,-0.0001,-1.55,-9999.99,-100.00
320,Entry short,2018-05-01 12:00,Short,8981,0.000001,0.008981,-0.0001,-1.65,0.0002,1.74,-0.0001,-1.55,-9999.99,-100.00
321,Exit long,2018-05-11 00:00,Long Exit,8950,0.000001,0.009091,-0.0002,-1.75,0.00003,0.32,-0.0002,-1.65,-9999.99,-100.00
321,Entry long,2018-05-10 20:00,Long,9091,0.000001,0.009091,-0.0002,-1.75,0.00003,0.32,-0.0002,-1.65,-9999.99,-100.00
322,Exit long,2018-05-17 00:00,Long Exit,8480,0.000001,0.008235,0.0002,2.77,0.0002,2.87,-0.0001,-1.19,-9999.99,-100.00
322,Entry long,2018-05-16 08:00,Long,8235,0.000001,0.008235,0.0002,2.77,0.0002,2.87,-0.0001,-1.19,-9999.99,-100.00
323,Exit long,2018-05-22 08:00,Long Exit,8249,0.000001,0.008379,-0.0001,-1.75,0.0002,2.42,-0.0001,-1.65,-9999.99,-100.00
323,Entry long,2018-05-20 16:00,Long,8379,0.000001,0.008379,-0.0001,-1.75,0.0002,2.42,-0.0001,-1.65,-9999.99,-100.00
324,Exit short,2018-05-29 00:00,Short Exit,7027,0.000001,0.007242,0.0002,2.77,0.0002,2.87,-0.00004,-0.53,-9999.99,-100.00
324,Entry short,2018-05-28 16:00,Short,7242,0.000001,0.007242,0.0002,2.77,0.0002,2.87,-0.00004,-0.53,-9999.99,-100.00
325,Exit long,2018-05-30 12:00,Long Exit,7374,0.000001,0.007495,-0.0001,-1.81,0.00004,0.54,-0.0001,-1.71,-9999.99,-100.00
325,Entry long,2018-05-30 08:00,Long,7495,0.000001,0.007495,-0.0001,-1.81,0.00004,0.54,-0.0001,-1.71,-9999.99,-100.00
326,Exit long,2018-06-04 08:00,Long Exit,7504,0.000001,0.007623,-0.0001,-1.76,0.0002,2.10,-0.0001,-1.66,-9999.99,-100.00
326,Entry long,2018-06-02 16:00,Long,7623,0.000001,0.007623,-0.0001,-1.76,0.0002,2.10,-0.0001,-1.66,-9999.99,-100.00
327,Exit short,2018-06-10 16:00,Short Exit,7073,0.000001,0.007283,0.0002,2.68,0.0002,2.78,-0.0001,-0.73,-9999.99,-100.00
327,Entry short,2018-06-10 04:00,Short,7283,0.000001,0.007283,0.0002,2.68,0.0002,2.78,-0.0001,-0.73,-9999.99,-100.00
328,Exit long,2018-06-20 00:00,Long Exit,6604,0.000001,0.006713,-0.0001,-1.82,0.0001,1.82,-0.0001,-1.72,-9999.99,-100.00
328,Entry long,2018-06-19 00:00,Long,6713,0.000001,0.006713,-0.0001,-1.82,0.0001,1.82,-0.0001,-1.72,-9999.99,-100.00
329,Exit short,2018-06-22 12:00,Short Exit,6175,0.000001,0.00636,0.0002,2.71,0.0002,2.81,-0.00002,-0.32,-9999.99,-100.00
329,Entry short,2018-06-22 12:00,Short,6360,0.000001,0.00636,0.0002,2.71,0.0002,2.81,-0.00002,-0.32,-9999.99,-100.00
330,Exit short,2018-06-29 04:00,Short Exit,5939,0.000001,0.005843,-0.0001,-1.84,0,0.00,-0.0001,-1.74,-9999.99,-100.00
330,Entry short,2018-06-29 00:00,Short,5843,0.000001,0.005843,-0.0001,-1.84,0,0.00,-0.0001,-1.74,-9999.99,-100.00
331,Exit long,2018-07-09 20:00,Long Exit,6635,0.000001,0.006733,-0.0001,-1.65,0.00004,0.52,-0.0001,-1.55,-9999.99,-100.00
331,Entry long,2018-07-08 12:00,Long,6733,0.000001,0.006733,-0.0001,-1.65,0.00004,0.52,-0.0001,-1.55,-9999.99,-100.00
332,Exit long,2018-07-16 08:00,Long Exit,6551,0.000001,0.006362,0.0002,2.77,0.0002,2.87,-0.00003,-0.45,-9999.99,-100.00
332,Entry long,2018-07-16 08:00,Long,6362,0.000001,0.006362,0.0002,2.77,0.0002,2.87,-0.00003,-0.45,-9999.99,-100.00
